package,path
EverySingleStreet,wikunia/everysinglestreet.jl
EvidentialFlux,doktormike/evidentialflux.jl
EvilArrays,cmcaine/evilarrays.jl
EvoDuplexes,timbitz/evoduplexes.jl
EvoDynamics,kavir1698/evodynamics.jl
EvoLinear,jeremiedb/evolinear.jl
EvoLP,ntnu-ai-lab/evolp.jl
Evolution,xenon-/evolution.jl
Evolutionary,wildart/evolutionary.jl
EvolutionaryModelingTools,wangl-cc/evolutionarymodelingtools.jl
EvolvingGraphs,etymoio/evolvinggraphs.jl
EvoTrees,evovest/evotrees.jl
Ewalder,sunnysuite/ewalder.jl
EwaldSummations,hpmolsim/ewaldsummations.jl
ExaAdmm,exanauts/exaadmm.jl
ExactConversions,federicostra/exactconversions.jl
ExactConvolution,kessido/exactconvolution.jl
ExactDiagonalization,quantum-many-body/exactdiagonalization.jl
ExactFieldSolutions,tduretz/exactfieldsolutions.jl
ExactODEReduction,x3042/exactodereduction.jl
ExactOptimalTransport,juliaoptimaltransport/exactoptimaltransport.jl
ExactPredicates,lairez/exactpredicates.jl
ExactReals,dpsanders/exactreals.jl
ExactWrightFisher,konkam/exactwrightfisher.jl
ExaFMMt,joshuatetzner/exafmmt.jl
ExaModels,exanauts/examodels.jl
Example,julialang/example.jl
ExampleJuggler,j-fu/examplejuggler.jl
ExaPF,exanauts/exapf.jl
ExaTron,exanauts/exatron.jl
ExcelFiles,queryverse/excelfiles.jl
ExcelReaders,queryverse/excelreaders.jl
ExcelUtilities,alecloudenback/excelutilities.jl
Exceptions,paveloom-j/exceptions.jl
ExceptionUnwrapping,juliaservices/exceptionunwrapping.jl
Exercism,exercism/exercism.jl
Exfiltrator,antoine-levitt/exfiltrator.jl
ExifViewer,juliaimages/exifviewer.jl
ExistingProcessManagers,bcbi/existingprocessmanagers.jl
Exodus,cmhamel/exodus.jl
ExoplanetsSysSim,exojulia/exoplanetssyssim.jl
ExpandNestedData,mrufsvold/expandnesteddata.jl
ExpectationMaximization,dmetivie/expectationmaximization.jl
ExpectationMaximizationPCA,christiangil/expectationmaximizationpca.jl
Expectations,quantecon/expectations.jl
ExpectationStubs,oxinabox/expectationstubs.jl
ExperienceAnalysis,juliaactuary/experienceanalysis.jl
ExperimentalDesign,phrb/experimentaldesign.jl
Experimenter,jamiemair/experimenter.jl
ExpFamilyDistributions,lucasondel/expfamilydistributions.jl
ExpiringCaches,juliaservices/expiringcaches.jl
ExplainableAI,adrhill/explainableai.jl
ExplicitImports,ericphanson/explicitimports.jl
ExpmV,matteoacrossi/expmv.jl
Expokit,acroy/expokit.jl
ExponentialAction,sethaxen/exponentialaction.jl
ExponentialFamily,reactivebayes/exponentialfamily.jl
ExponentialFamilyManifolds,reactivebayes/exponentialfamilymanifolds.jl
ExponentialFamilyProjection,reactivebayes/exponentialfamilyprojection.jl
ExponentialUtilities,sciml/exponentialutilities.jl
ExportAll,jkrt/exportall.jl
ExportPublic,hayesall/exportpublic.jl
Expr2LaTeX,oxinabox/expr2latex.jl
Express,mineralscloud/express.jl
ExpressCommands,mineralscloud/expresscommands.jl
ExpressionExplorer,juliapluto/expressionexplorer.jl
ExpressionPatterns,fcard/expressionpatterns.jl
ExpressionTreeForge,juliasmoothoptimizers/expressiontreeforge.jl
ExpressPathToRegex,tehrengruber/expresspathtoregex.jl
ExprManipulation,onetonfoot/exprmanipulation.jl
Expronicon,roger-luo/expronicon.jl
ExproniconLite,roger-luo/exproniconlite.jl
ExprOptimization,sisl/exproptimization.jl
ExprParsers,jolin-io/exprparsers.jl
ExprRules,sisl/exprrules.jl
ExprTools,invenia/exprtools.jl
ExSup,mjirik/exsup.jl
ExtendableFEM,chmerdon/extendablefem.jl
ExtendableFEMBase,chmerdon/extendablefembase.jl
ExtendableGrids,j-fu/extendablegrids.jl
ExtendableSparse,j-fu/extendablesparse.jl
ExtendedDates,dynarejulia/extendeddates.jl
ExtendedExtremes,juliaextremes/extendedextremes.jl
ExtendedKronigPennyMatrix,hsugawa8651/extendedkronigpennymatrix.jl
ExtendedLaurentPolynomials,scurrra/extendedlaurentpolynomials.jl
ExtensibleEffects,juliafunctional/extensibleeffects.jl
ExtensibleScheduler,scls19fr/extensiblescheduler.jl
ExtensibleUnions,bcbi/extensibleunions.jl
Extents,rafaqz/extents.jl
ExternalDocstrings,tkf/externaldocstrings.jl
ExTinyMD,hpmolsim/extinymd.jl
ExtractLinks,lilithhafner/extractlinks.jl
ExtractMacro,carlobaldassi/extractmacro.jl
Extrae,bsc-quantic/extrae.jl
ExtraFun,kirusifix/extrafun.jl
ExtremeFloats,andreaskroepelin/extremefloats.jl
Extremes,jojal5/extremes.jl
ExtremeStats,juliaearth/extremestats.jl
ExtremeValueDistributions,sammorris81/extremevaluedistributions.jl
ExtXYZ,libatoms/extxyz.jl
Eyeball,tshort/eyeball.jl
EyeOfRa,pengwyn/eyeofra.jl
EyeTrackingUtils,jakewilliami/eyetrackingutils.jl
EzXML,juliaio/ezxml.jl
F16Model,isrlab/f16model.jl
F1Method,briochemc/f1method.jl
Fable,leios/fable.jl
FaceDatasets,dfdx/facedatasets.jl
FaceDetection,jakewilliami/facedetection.jl
FacilityLocationProblems,rafaelmartinelli/facilitylocationproblems.jl
FactCheck,zachallaun/factcheck.jl
FactoredValueMCTS,juliapomdp/factoredvaluemcts.jl
FactorGraph,mcosovic/factorgraph.jl
FactorLoadingMatrices,eloceanografo/factorloadingmatrices.jl
FactorModels,joidegn/factormodels.jl
FactorRotations,p-gw/factorrotations.jl
Faddeyeva985,markmbaum/faddeyeva985.jl
Fairness,ashryaagr/fairness.jl
FairPortfolio,1m1-github/fairportfolio.jl
Faiss,zsz00/faiss.jl
Faker,neomatrixcode/faker.jl
Fakerjl,osmantamer/fakerjl.jl
Falcons,yusuke-takase/falcons.jl
FalseColor,ojwoodford/falsecolor.jl
FamaFrenchData,tbeason/famafrenchdata.jl
FAME,bankofcanada/fame.jl
FameSVD,mxar/famesvd.jl
FANN,gasagna/fann.jl
FaradayInternationalReferenceIonosphere,fgasdia/faradayinternationalreferenceionosphere.jl
FArrayMod,alsam/farraymod.jl
FastActivations,ntimmons/fastactivations.jl
FastAI,fluxml/fastai.jl
FastaIO,carlobaldassi/fastaio.jl
FastAlmostBandedMatrices,sciml/fastalmostbandedmatrices.jl
FastaLoader,kchu25/fastaloader.jl
FastAnonymous,timholy/fastanonymous.jl
FastArrays,eschnett/fastarrays.jl
FastBEAST,fastbeast/fastbeast.jl
FastBroadcast,yingboma/fastbroadcast.jl
FastCGI,tanmaykm/fastcgi.jl
FastChebInterp,stevengj/fastchebinterp.jl
FastCholesky,reactivebayes/fastcholesky.jl
FastClosures,c42f/fastclosures.jl
FastDedispersion,astrogewgaw/fastdedispersion.jl
FastDifferentiation,brianguenter/fastdifferentiation.jl
FastDMTransform,kiranshila/fastdmtransform.jl
FastExpm,fmentink/fastexpm.jl
FastFilter,jokinghero/fastfilter.jl
FastFloat16s,milankl/fastfloat16s.jl
FastGauss,ajt60gaibb/fastgauss.jl
FastGaussianProcesses,alegresor/fastgaussianprocesses.jl
FastGaussQuadrature,juliaapproximation/fastgaussquadrature.jl
FastGeoProjections,alex-s-gardner/fastgeoprojections.jl
FastGradientProjection,syoshida1983/fastgradientprojection.jl
FastGraphletTransform,nsailor/fastgraphlettransform.jl
FastGroupBy,xiaodaigh/fastgroupby.jl
FastHalton,npfrazier/fasthalton.jl
FastHistograms,octogonapus/fasthistograms.jl
FastIOBuffers,tkoolen/fastiobuffers.jl
FastIsostasy,janjereczek/fastisostasy.jl
FastJet,jstrube/fastjet.jl
FastLapackInterface,dynarejulia/fastlapackinterface.jl
FastLevenbergMarquardt,kamesy/fastlevenbergmarquardt.jl
FaSTLMM,sens/fastlmm.jl
FaSTLMMlight,tmichoel/fastlmmlight.jl
FastLocalCorrelationCoefficients,pitsianis/fastlocalcorrelationcoefficients.jl
FastMarching,hellemo/fastmarching.jl
FastMPOContractions,tensor4all/fastmpocontractions.jl
Fastnet,bridgewalker/fastnet.jl
FastNoise2,juliareinforcementlearning/fastnoise2.jl
FastOPInterpolation,nicolasw1/fastopinterpolation.jl
FastParzenWindows,ngiann/fastparzenwindows.jl
FastPolynomialRoots,andreasnoack/fastpolynomialroots.jl
FastPolynomials,jeffrey-sarnoff/fastpolynomials.jl
FastPow,juliamath/fastpow.jl
FastPrimeSieve,haampie/fastprimesieve.jl
FastRandPCA,vpetukhov/fastrandpca.jl
FastRationals,jeffreysarnoff/fastrationals.jl
FastRecurFlux,astupidbear/fastrecurflux.jl
FastRounding,jeffreysarnoff/fastrounding.jl
FastRunningMedian,firionus/fastrunningmedian.jl
FastSphericalHarmonics,eschnett/fastsphericalharmonics.jl
FastTransforms,juliaapproximation/fasttransforms.jl
FastTransformsForwardDiff,juliaapproximation/fasttransformsforwarddiff.jl
FASTX,biojulia/fastx.jl
Fatou,chakravala/fatou.jl
Faulhaber,yingboma/faulhaber.jl
FaultDetectionTools,andreasvarga/faultdetectiontools.jl
FaultTolerantControl,jinraekim/faulttolerantcontrol.jl
Faust,corajr/faust.jl
FBCModelTests,lcsb-biocore/fbcmodeltests.jl
FCA,lingluanwh/fca.jl
FCSFiles,tlnagy/fcsfiles.jl
FDDerivatives,madsjulia/fdderivatives.jl
FdeSolver,juliaturkudatascience/fdesolver.jl
FDM,invenia/fdm.jl
Fdtd,nantonel/fdtd.jl
Feather,juliadata/feather.jl
FeatherFiles,queryverse/featherfiles.jl
FeatherLib,queryverse/featherlib.jl
FeatureDescriptors,invenia/featuredescriptors.jl
FeatureEng,a-poor/featureeng.jl
FeatureRegistries,lorenzoh/featureregistries.jl
FeatureSelection,juliaai/featureselection.jl
FeatureSelectors,darrencl/featureselectors.jl
FeatureTransforms,invenia/featuretransforms.jl
FeedbackNets,cjarvers/feedbacknets.jl
FeedbackParticleFilters,simsurace/feedbackparticlefilters.jl
FEHM,zemjulia/fehm.jl
FeldtLib,robertfeldt/feldtlib.jl
FEM,pjabardo/fem.jl
FEMBase,juliafem/fembase.jl
FEMBasis,juliafem/fembasis.jl
FEMBeam,juliafem/fembeam.jl
FEMMaterials,juliafem/femmaterials.jl
FEMQuad,juliafem/femquad.jl
FEMSparse,juliafem/femsparse.jl
FemtoCleaner,juliacomputing/femtocleaner.jl
FEniCS,sciml/fenics.jl
Fenrir,nathanaelbosch/fenrir.jl
Fermi,fermiqc/fermi.jl
FermiDiracIntegrals,feanor12/fermidiracintegrals.jl
Fermionic,marco-di-tullio/fermionic.jl
FermionXYModels,jaydevsr/fermionxymodels.jl
Ferrite,ferrite-fem/ferrite.jl
FerriteGmsh,ferrite-fem/ferritegmsh.jl
FerriteMeshParser,ferrite-fem/ferritemeshparser.jl
FerriteViz,ferrite-fem/ferriteviz.jl
Fetch,foldfelis/fetch.jl
FewBodyPhysics,martinmikkelsen/fewbodyphysics.jl
FewSpecialFunctions,martinmikkelsen/fewspecialfunctions.jl
FeynmanDiagram,numericaleft/feynmandiagram.jl
FeynmanKacParticleFilters,konkam/feynmankacparticlefilters.jl
FFAST,usnistgov/ffast.jl
FFIExamples,johnmyleswhite/ffiexamples.jl
FFMPEG,juliaio/ffmpeg.jl
FFmpegPipe,yakir12/ffmpegpipe.jl
FFTA,dannys4/ffta.jl
FFTDists,itsdfish/fftdists.jl
FFTIndexing,brainandforce/fftindexing.jl
FFTInterpolations,roflmaostc/fftinterpolations.jl
FFTResampling,roflmaostc/fftresampling.jl
FFTViews,juliaarrays/fftviews.jl
FFTW,juliamath/fftw.jl
FGenerators,juliafolds/fgenerators.jl
FHIRClient,juliahealth/fhirclient.jl
FHIRClientJSON,juliahealth/fhirclientjson.jl
FHIRClientXML,juliahealth/fhirclientxml.jl
FHist,moelf/fhist.jl
FIB,juliapomdp/fib.jl
FiberNlse,curio-sitas/fibernlse.jl
Fibers,lincbrain/fibers.jl
FieldAlgebra,chakravala/fieldalgebra.jl
FieldConstants,chakravala/fieldconstants.jl
FieldDefaults,rafaqz/fielddefaults.jl
FieldDicts,tokazama/fielddicts.jl
FieldDistributionNonuniformMedium,foldfelis/fielddistributionnonuniformmedium.jl
FieldDocTables,rafaqz/fielddoctables.jl
FieldFlags,seelengrab/fieldflags.jl
FieldMetadata,rafaqz/fieldmetadata.jl
FieldProperties,tokazama/fieldproperties.jl
FieldTracer,henry2004y/fieldtracer.jl
FIFOStreams,simeonschaub/fifostreams.jl
FiftyOneImageAnnotations,ihpsystems/fiftyoneimageannotations.jl
FigCLIGen,tanmaykm/figcligen.jl
Figgy,juliaservices/figgy.jl
FIGlet,kdheepak/figlet.jl
Figures,ericforgy/figures.jl
FileCmp,jlapeyre/filecmp.jl
FileFind,johnmyleswhite/filefind.jl
FileIO,juliaio/fileio.jl
FileIO2,ma-laforge/fileio2.jl
FileJockey,umlet/filejockey.jl
FilePaths,rofinn/filepaths.jl
FilePathsBase,rofinn/filepathsbase.jl
FilesystemDatastructures,staticfloat/filesystemdatastructures.jl
Filetimes,echojulia/filetimes.jl
FileTrees,shashi/filetrees.jl
FileTypes,juliaio/filetypes.jl
FillArrays,juliaarrays/fillarrays.jl
FillOutliers,natxofp/filloutliers.jl
FilteredGroupbyMacro,jkrumbiegel/filteredgroupbymacro.jl
FilterHelpers,bradcarman/filterhelpers.jl
FinanceCore,juliaactuary/financecore.jl
FinanceModels,juliaactuary/financemodels.jl
FinanceStats,juliaquant/financestats.jl
FinanceTools,joshniemela/financetools.jl
FinancialBlotter,juliaquant/financialblotter.jl
FinancialDerivatives,juliaquant/financialderivatives.jl
FinancialDSL,financialdsl/financialdsl.jl
FinancialModelingPrep,rando-brando/financialmodelingprep.jl
FinancialMonteCarlo,rcalxrc08/financialmontecarlo.jl
FinancialPortfolios,tbeason/financialportfolios.jl
FinancialSymbology,robfs/financialsymbology.jl
FinancialToolbox,rcalxrc08/financialtoolbox.jl
Finch,willow-ahrens/finch.jl
FindClosest,pablosanjose/findclosest.jl
FindComplexZeros,yanhua-wang/findcomplexzeros.jl
FindDefinition,yha/finddefinition.jl
FindFirstFunctions,sciml/findfirstfunctions.jl
FindPeaks1D,ymtoo/findpeaks1d.jl
FindSteadyStates,stevengogogo/findsteadystates.jl
FinEtools,petrkryslucsd/finetools.jl
FinEtoolsAcoustics,petrkryslucsd/finetoolsacoustics.jl
FinEtoolsDeforLinear,petrkryslucsd/finetoolsdeforlinear.jl
FinEtoolsDeforNonlinear,petrkryslucsd/finetoolsdefornonlinear.jl
FinEtoolsFlexStructures,petrkryslucsd/finetoolsflexstructures.jl
FinEtoolsHeatDiff,petrkryslucsd/finetoolsheatdiff.jl
FinEtoolsMeshing,petrkryslucsd/finetoolsmeshing.jl
FinEtoolsMultithreading,petrkryslucsd/finetoolsmultithreading.jl
FinEtoolsTetsFromTris,petrkryslucsd/finetoolstetsfromtris.jl
FinEtoolsVibInFluids,petrkryslucsd/finetoolsvibinfluids.jl
FinEtoolsVoxelMesher,petrkryslucsd/finetoolsvoxelmesher.jl
FingerTrees,mschauer/fingertrees.jl
FiniteDiff,juliadiff/finitediff.jl
FiniteDifferenceFormula,winux2k/finitedifferenceformula.jl
FiniteDifferences,juliadiff/finitedifferences.jl
FiniteElementContainers,cthonios/finiteelementcontainers.jl
FiniteFields,jmichel7/finitefields.jl
FiniteFloats,jeffreysarnoff/finitefloats.jl
FiniteGroups,jayren3996/finitegroups.jl
FiniteHorizonGramians,filtron/finitehorizongramians.jl
FiniteHorizonPOMDPs,juliapomdp/finitehorizonpomdps.jl
FiniteHorizonValueIteration,juliapomdp/finitehorizonvalueiteration.jl
FiniteMesh,vavrines/finitemesh.jl
FiniteMPS,qiaoyi-li/finitemps.jl
FinitePosets,jmichel7/finiteposets.jl
FiniteSizeScaling,owenpb/finitesizescaling.jl
FiniteStateMachine,tinybike/finitestatemachine.jl
FiniteStateProjection,sciml/finitestateprojection.jl
FiniteStateTransducers,idiap/finitestatetransducers.jl
FiniteVolumeMethod,sciml/finitevolumemethod.jl
FiniteVolumeMethod1D,sciml/finitevolumemethod1d.jl
FinMarkets,imanuelcostigan/finmarkets.jl
FinRua,sara-cos/finrua.jl
FINUFFT,ludvigak/finufft.jl
Fire,ylxdzsw/fire.jl
Firebase,ashwani-rathee/firebase.jl
Firebird,nakagami/firebird.jl
Firefly,juliahci/firefly.jl
Firestore,xximranxx/firestore.jl
FIRLSFilterDesign,ltjkoomen/firlsfilterdesign.jl
FirstOrderLogic,totalverb/firstorderlogic.jl
FirstOrderSolvers,mfalt/firstordersolvers.jl
FirstPassageTools,smith-garrett/firstpassagetools.jl
FishABM,jangevaare/fishabm.jl
FisherPlot,marcobonici/fisherplot.jl
FishersExactTest,mitsuhamiyamizu/fishersexacttest.jl
FishTank,akjake616/fishtank.jl
FITSHeaders,emmt/fitsheaders.jl
FITSIO,juliaastro/fitsio.jl
FITSTables,ajwheeler/fitstables.jl
FittedItemBanks,juliapsychometricsbazaar/fitteditembanks.jl
FixArgs,goretkin/fixargs.jl
FixedArguments,bvdmitri/fixedarguments.jl
FixedEffectModels,fixedeffects/fixedeffectmodels.jl
FixedEffects,fixedeffects/fixedeffects.jl
FixedPoint,francescoalemanno/fixedpoint.jl
FixedPointAcceleration,s-baumann/fixedpointacceleration.jl
FixedPointDecimals,juliamath/fixedpointdecimals.jl
FixedPointNumbers,juliamath/fixedpointnumbers.jl
FixedPointSinCosApproximations,juliagnss/fixedpointsincosapproximations.jl
FixedPointToolkit,anjishnubose/fixedpointtoolkit.jl
FixedPolynomials,juliaalgebra/fixedpolynomials.jl
FixedSizeDictionaries,simondanisch/fixedsizedictionaries.jl
FixedSizeStrings,juliacomputing/fixedsizestrings.jl
FixedWidthTables,juliaaplavin/fixedwidthtables.jl
Fixtures,burrowsa/fixtures.jl
FixYourWorkaround,mattbrzezinski/fixyourworkaround.jl
Fjage,org-arl/fjage.jl
FLAC,juliaio/flac.jl
FlagSets,jessymilare/flagsets.jl
FlagSOS,danielbrosch/flagsos.jl
FlameGraphs,timholy/flamegraphs.jl
Flamenco,dancejl/flamenco.jl
FLANN,wildart/flann.jl
FlashRank,svilupp/flashrank.jl
FlashWeave,meringlab/flashweave.jl
FlatBuffers,juliadata/flatbuffers.jl
FlatGeobuf,evetion/flatgeobuf.jl
FlatRBAC,charlieit/flatrbac.jl
Flatten,rafaqz/flatten.jl
Flavio,mrbuche/flavio.jl
Fleetdm,aviks/fleetdm.jl
FletcherPenaltySolver,juliasmoothoptimizers/fletcherpenaltysolver.jl
FlexFloat,j-sarnoff/flexfloat.jl
FlexibilityAnalysis,pulsipher/flexibilityanalysis.jl
FlexibleFunctors,metalenz/flexiblefunctors.jl
FlexiGroups,juliaaplavin/flexigroups.jl
FlexiJoins,juliaaplavin/flexijoins.jl
FlexiMaps,juliaaplavin/fleximaps.jl
FlexLinearAlgebra,scheinerman/flexlinearalgebra.jl
FlexPlan,electa-git/flexplan.jl
Flick,hardbyte/flick.jl
FlightGNC,nhcho91/flightgnc.jl
FlightMechanics,alexs12/flightmechanics.jl
FlightMechanicsUtils,alexs12/flightmechanicsutils.jl
FlightSims,jinraekim/flightsims.jl
Flimsy,thomlake/flimsy.jl
FlipGraphs,schto223/flipgraphs.jl
FlipPA,dahong67/flippa.jl
Float8s,milankl/float8s.jl
FloatFloats,jeffrey-sarnoff/floatfloats.jl
FloatHigher,j-sarnoff/floathigher.jl
FloatingTableView,pdeffebach/floatingtableview.jl
FloatIntLiterals,eschnett/floatintliterals.jl
FloatTracker,utahplt/floattracker.jl
FLoops,juliafolds2/floops.jl
FLoopsBase,juliafolds/floopsbase.jl
FloorLayout,joehuchette/floorlayout.jl
Flow,mikeinnes/flow.jl
FlowAtlas,gszep/flowatlas.jl
FLOWMath,byuflowlab/flowmath.jl
FlowNetworks,scheidan/flownetworks.jl
FLOWPanel,byuflowlab/flowpanel.jl
Flowstar,juliareach/flowstar.jl
FlowWorkspace,gszep/flowworkspace.jl
FLOYao,quantumbfs/floyao.jl
FLSA,eqt/flsa.jl
Flume,malmaud/flume.jl
FluorescentSeries,romainfr/fluorescentseries.jl
Flux,fluxml/flux.jl
Flux3D,fluxml/flux3d.jl
FluxArchitectures,sdobber/fluxarchitectures.jl
FluxDiffUtils,jlchan/fluxdiffutils.jl
FluxExtra,oml-npa/fluxextra.jl
FluxJS,fluxml/fluxjs.jl
FluxKAN,cometscome/fluxkan.jl
FluxMPI,avik-pal/fluxmpi.jl
FluxNLPModels,juliasmoothoptimizers/fluxnlpmodels.jl
FluxOptTools,baggepinnen/fluxopttools.jl
Fluxperimental,fluxml/fluxperimental.jl
FluxPrune,darsnack/fluxprune.jl
FluxReconstruction,vavrines/fluxreconstruction.jl
FluxTikz,de-souza/fluxtikz.jl
FluxTraining,fluxml/fluxtraining.jl
FluxUtils,astupidbear/fluxutils.jl
FlxQTL,senresearch/flxqtl.jl
FlyThroughPaths,holylab/flythroughpaths.jl
FMI,thummeto/fmi.jl
FMIBase,thummeto/fmibase.jl
FMIBuild,thummeto/fmibuild.jl
FMICore,thummeto/fmicore.jl
FMIExchange,electa-git/fmiexchange.jl
FMIExport,thummeto/fmiexport.jl
FMIFlux,thummeto/fmiflux.jl
FMIImport,thummeto/fmiimport.jl
FMISensitivity,thummeto/fmisensitivity.jl
FMIZoo,thummeto/fmizoo.jl
FMM2D,mipals/fmm2d.jl
FMM3D,flatironinstitute/fmm3d.jl
FMMLIB2D,ludvigak/fmmlib2d.jl
FNVHash,ancapdev/fnvhash.jl
FocusedBlindDecon,pawbz/focusedblinddecon.jl
FolderStorage,chevronetc/folderstorage.jl
FoldingTrees,juliacollections/foldingtrees.jl
FoldRNA,marcom/foldrna.jl
Folds,juliafolds2/folds.jl
FoldsCUDA,juliafolds/foldscuda.jl
FoldsThreads,juliafolds2/foldsthreads.jl
Fontconfig,juliagraphics/fontconfig.jl
ForceImport,chakravala/forceimport.jl
Forecast,viraltux/forecast.jl
ForecastAccuracy,lampspuc/forecastaccuracy.jl
ForecastData,viraltux/forecastdata.jl
ForecastEval,colintbowers/forecasteval.jl
ForecastPlots,viraltux/forecastplots.jl
ForeignCallbacks,vchuravy/foreigncallbacks.jl
Forem,neroblackstone/forem.jl
Foresight,brendanjohnharris/foresight.jl
ForestBiometrics,crghilardi/forestbiometrics.jl
ForestPlot,pharmcat/forestplot.jl
Format,juliastring/format.jl
FormatSpecimens,biojulia/formatspecimens.jl
FormattedTables,tom--lee/formattedtables.jl
Formatting,juliaio/formatting.jl
FormFactor,nuzhat07/formfactor.jl
ForneyLab,biaslab/forneylab.jl
forsyde-io,forsyde/forsyde-io.jl
ForTheBadge,asinghvi17/forthebadge.jl
FortranFiles,traktofon/fortranfiles.jl
FortranIO,rephorm/fortranio.jl
FortranStrings,denius/fortranstrings.jl
Fortuna,akchurinda/fortuna.jl
ForwardDiff,juliadiff/forwarddiff.jl
ForwardDiff2,yingboma/forwarddiff2.jl
ForwardDiffChainRules,thummeto/forwarddiffchainrules.jl
ForwardDiffOverMeasurements,longemen3000/forwarddiffovermeasurements.jl
ForwardDiffPullbacks,oschulz/forwarddiffpullbacks.jl
ForwardMethods,curtd/forwardmethods.jl
FoundationDB,tanmaykm/foundationdb.jl
Fourdfp,myersm0/fourdfp.jl
Fourier,juliaoptics/fourier.jl
FourierAnalysis,marco-congedo/fourieranalysis.jl
FourierFlows,fourierflows/fourierflows.jl
FourierGPE,ashtonsbradley/fouriergpe.jl
FourierSeries,christiankral/fourierseries.jl
FourierSeriesEvaluators,lxvm/fourierseriesevaluators.jl
FourierSpaces,calculustjl/fourierspaces.jl
FourierTools,bionanoimaging/fouriertools.jl
FourLeafMLE,max-hill/fourleafmle.jl
FPTControl,krisztiankosi/fptcontrol.jl
FractalAnimation,errolseders/fractalanimation.jl
FractalDimensions,juliadynamics/fractaldimensions.jl
FractionalCalculus,scifracx/fractionalcalculus.jl
FractionalDelayFilter,hassiweb/fractionaldelayfilter.jl
FractionalDiffEq,scifracx/fractionaldiffeq.jl
FractionalGaussianFields,sswatson/fractionalgaussianfields.jl
FractionalSystems,scifracx/fractionalsystems.jl
FractionalTransforms,scifracx/fractionaltransforms.jl
FrameFun,juliaapproximation/framefun.jl
FrameFuns,daanhb/framefuns.jl
FrameTransformations,juliaspacemissiondesign/frametransformations.jl
FrankenTuples,ararslan/frankentuples.jl
Franklin,tlienart/franklin.jl
FranklinParser,tlienart/franklinparser.jl
FranklinTemplates,tlienart/franklintemplates.jl
FranklinTheorems,raphaelarkadymeyernyu/franklintheorems.jl
FranklinUtils,tlienart/franklinutils.jl
FrankWolfe,zib-iol/frankwolfe.jl
Fread,xiaodaigh/fread.jl
FrechetDist,sarielhp/frechetdist.jl
FRED,joidegn/fred.jl
FredApi,markushhh/fredapi.jl
FredData,micahjsmith/freddata.jl
Fredholm,matfi/fredholm.jl
FredMDQD,enweg/fredmdqd.jl
Freenect,dmillard/freenect.jl
FreeParameters,clima/freeparameters.jl
FreeType,juliagraphics/freetype.jl
FreeTypeAbstraction,juliagraphics/freetypeabstraction.jl
FreezeCurves,cryogrid/freezecurves.jl
FreqTables,nalimilan/freqtables.jl
Fresa,ericsfraga/fresa.jl
FresnelEquations,kronosthelate/fresnelequations.jl
FresnelIntegrals,kiranshila/fresnelintegrals.jl
FresnelOptics,tsutaeru/fresneloptics.jl
Fretboards,tpapp/fretboards.jl
FreudenthalTriangulations,sisl/freudenthaltriangulations.jl
Fri,lpfann/fri.jl
FromDigits,federicostra/fromdigits.jl
FromFile,roger-luo/fromfile.jl
Fronts,gerlero/fronts.jl
FSimBase,jinraekim/fsimbase.jl
FSimPlots,jinraekim/fsimplots.jl
FSimROS,jinraekim/fsimros.jl
FSimZoo,jinraekim/fsimzoo.jl
FSInteraction,ruizhi92/fsinteraction.jl
FstFileFormat,xiaodaigh/fstfileformat.jl
FStrings,magonser/fstrings.jl
FTD2XX,cstook/ftd2xx.jl
FTPClient,invenia/ftpclient.jl
FTPServer,invenia/ftpserver.jl
Fuji,jackcook/fuji.jl
FullNetworkSystems,invenia/fullnetworksystems.jl
FuncPipelines,chengchingwen/funcpipelines.jl
FunctionalBallDropping,lilithhafner/functionalballdropping.jl
FunctionalCollections,juliacollections/functionalcollections.jl
FunctionalData,rened/functionaldata.jl
FunctionalDataUtils,rened/functionaldatautils.jl
FunctionalModels,tshort/functionalmodels.jl
FunctionalStateMachine,juliarobotics/functionalstatemachine.jl
FunctionalTables,tpapp/functionaltables.jl
FunctionalUtils,zachallaun/functionalutils.jl
FunctionBarrier,astupidbear/functionbarrier.jl
FunctionChains,oschulz/functionchains.jl
FunctionIndices,wangl-cc/functionindices.jl
FunctionIntegrator,fusion809/functionintegrator.jl
FunctionOperators,hakkelt/functionoperators.jl
FunctionProperties,sciml/functionproperties.jl
FunctionTabulations,aurelio-amerio/functiontabulations.jl
FunctionWranglers,tisztamo/functionwranglers.jl
FunctionWrappers,yuyichao/functionwrappers.jl
FunctionWrappersWrappers,chriselrod/functionwrapperswrappers.jl
FunctionZeros,juliamath/functionzeros.jl
Functors,fluxml/functors.jl
FuncTransforms,chengchingwen/functransforms.jl
fund,davidanthoff/fund.jl
FundamentalsNumericalComputation,fncbook/fundamentalsnumericalcomputation.jl
FunHPC,eschnett/funhpc.jl
FunnyORM,asjir/funnyorm.jl
FunSQL,mechanicalrabbit/funsql.jl
FunWrap,hyperspherestudio/funwrap.jl
FuseApi,klausc/fuseapi.jl
FuseExchangeProtocol,projecttorreypines/fuseexchangeprotocol.jl
FusibleBroadcasts,clima/fusiblebroadcasts.jl
FusionDirect,opengene/fusiondirect.jl
FusionSystems,djsegal/fusionsystems.jl
Futbolista,sharmaabhishekk/futbolista.jl
Fuzz,danluu/fuzz.jl
Fuzzy,phelipe/fuzzy.jl
