package,path
Autologistic,kramsretlow/autologistic.jl
Automa,biojulia/automa.jl
AutomaticDocstrings,baggepinnen/automaticdocstrings.jl
AutoMLPipeline,ibm/automlpipeline.jl
AutomotiveSimulator,sisl/automotivesimulator.jl
AutomotiveVisualization,sisl/automotivevisualization.jl
AutonomousRiskFramework,sisl/autonomousriskframework.jl
AutoSysimages,petvana/autosysimages.jl
Avalon,dfdx/avalon.jl
AverageShiftedHistograms,joshday/averageshiftedhistograms.jl
AVRCompiler,seelengrab/avrcompiler.jl
AVRDevices,seelengrab/avrdevices.jl
Awabi,nakagami/awabi.jl
AWS,juliacloud/aws.jl
AWSBraket,quantumbfs/awsbraket.jl
AWSCore,juliacloud/awscore.jl
AWSCRT,octogonapus/awscrt.jl
AWSS3,juliacloud/awss3.jl
AxisArrays,juliaarrays/axisarrays.jl
AxisKeys,mcabbott/axiskeys.jl
Azure,juliacomputing/azure.jl
AzureClusterlessHPC,microsoft/azureclusterlesshpc.jl
Bagyo,alstat/bagyo.jl
BandedMatrices,julialinearalgebra/bandedmatrices.jl
BandwidthBenchmark,juliaperf/bandwidthbenchmark.jl
BangBang,juliafolds/bangbang.jl
BaPCodVRPSolver,inria-uff/bapcodvrpsolver.jl
BaremetalPi,ronisbr/baremetalpi.jl
BARON,jump-dev/baron.jl
BartIO,magneticresonanceimaging/bartio.jl
BarycentricInterpolation,dawbarton/barycentricinterpolation.jl
BaryRational,macd/baryrational.jl
BaseBenchmarks,juliaci/basebenchmarks.jl
BaseDirs,tecosaur/basedirs.jl
BASEtoolbox,baseforhank/basetoolbox.jl
BasicBlockRewriter,timholy/basicblockrewriter.jl
BasicBSpline,hyrodium/basicbspline.jl
BasicInterpolators,markmbaum/basicinterpolators.jl
BasicLU,juliasmoothoptimizers/basiclu.jl
BasicMD,gideonsimpson/basicmd.jl
BasicModelInterface,deltares/basicmodelinterface.jl
BasicPOMCP,juliapomdp/basicpomcp.jl
BasisFunctionExpansions,baggepinnen/basisfunctionexpansions.jl
BasisFunctions,juliaapproximation/basisfunctions.jl
BasisMatrices,quantecon/basismatrices.jl
BAT,bat/bat.jl
BatchedRoutines,roger-luo/batchedroutines.jl
Batsrus,henry2004y/batsrus.jl
BayesHistogram,francescoalemanno/bayeshistogram.jl
BayesianLinearRegression,cscherrer/bayesianlinearregression.jl
BayesianLinearRegressors,juliagaussianprocesses/bayesianlinearregressors.jl
BayesianModels,lucasondel/bayesianmodels.jl
BayesianNetworkRegression,solislemuslab/bayesiannetworkregression.jl
BayesianOptimization,jbrea/bayesianoptimization.jl
BayesianQuadrature,theogf/bayesianquadrature.jl
BayesianTools,gragusa/bayesiantools.jl
BayesNets,sisl/bayesnets.jl
BDF,sam81/bdf.jl
BeaData,stephenbnicar/beadata.jl
Beamforming,anowacki/beamforming.jl
BEAST,krcools/beast.jl
BeatSaber,lucienmaloney/beatsaber.jl
BeautifulAlgorithms,mossr/beautifulalgorithms.jl
BED,biojulia/bed.jl
BeepBeep,cjungerius/beepbeep.jl
Behavior,erikedin/behavior.jl
BehaviorTree,fabid/behaviortree.jl
BeliefPropagation,artlabbocconi/beliefpropagation.jl
BeliefUpdaters,juliapomdp/beliefupdaters.jl
BenchmarkCI,tkf/benchmarkci.jl
BenchmarkProfiles,juliasmoothoptimizers/benchmarkprofiles.jl
BenchmarksGame,juliaperf/benchmarksgame.jl
BenchmarkTools,juliaci/benchmarktools.jl
Bennu,lcw/bennu.jl
BernsteinExpansions,juliareach/bernsteinexpansions.jl
BesselK,cgeoga/besselk.jl
Bessels,juliamath/bessels.jl
BestModelSubset,waitasecant/bestmodelsubset.jl
BetaML,sylvaticus/betaml.jl
BetaVQE,wangleiphy/betavqe.jl
BetterExp,oscardssmith/betterexp.jl
BetterFileWatching,juliapluto/betterfilewatching.jl
Bezier,onecalfman/bezier.jl
BFloat16s,juliamath/bfloat16s.jl
BGEN,openmendel/bgen.jl
BGZFStreams,biojulia/bgzfstreams.jl
Bibliography,humans-of-julia/bibliography.jl
BibParser,humans-of-julia/bibparser.jl
BifurcationInference,gszep/bifurcationinference.jl
BifurcationKit,bifurcationkit/bifurcationkit.jl
BigArrays,seung-lab/bigarrays.jl
Bigleaf,bgctw/bigleaf.jl
BigNums,seelengrab/bignums.jl
BIGUQ,madsjulia/biguq.jl
Bijections,scheinerman/bijections.jl
BijectiveHilbert,adolgert/bijectivehilbert.jl
Bijectors,turinglang/bijectors.jl
BilevelHeuristics,jmejia8/bilevelheuristics.jl
BilevelJuMP,joaquimg/bileveljump.jl
BilinearControl,bjack205/bilinearcontrol.jl
Binance,dennisrutjes/binance.jl
BinaryBuilder,juliapackaging/binarybuilder.jl
BinaryBuilderBase,juliapackaging/binarybuilderbase.jl
BinaryProvider,juliapackaging/binaryprovider.jl
BinaryTraits,tk3369/binarytraits.jl
BinningAnalysis,carstenbauer/binninganalysis.jl
BinomialGPU,juliagpu/binomialgpu.jl
BinomialSynapses,theoretical-neuroscience-group/binomialsynapses.jl
Binscatters,matthieugomez/binscatters.jl
BinStatistics,alex-s-gardner/binstatistics.jl
Bio3DView,jgreener64/bio3dview.jl
BioAlignments,biojulia/bioalignments.jl
BiobakeryUtils,ecojulia/biobakeryutils.jl
Bioceananigans,iuryt/bioceananigans.jl
BiochemicalAlgorithms,hildebrandtlab/biochemicalalgorithms.jl
BioEnergeticFoodWebs,poisotlab/bioenergeticfoodwebs.jl
BioFetch,biojulia/biofetch.jl
BioformatsLoader,ahnlabb/bioformatsloader.jl
BioGenerics,biojulia/biogenerics.jl
BioGraph,nguyetdang/biograph.jl
BioLab,kwatmdphd/biolab.jl
BioMakie,kool7d/biomakie.jl
Biomodelling,ayoublasri/biomodelling.jl
BioProfiling,menchelab/bioprofiling.jl
BioSequences,biojulia/biosequences.jl
BioServices,biojulia/bioservices.jl
BioStructures,biojulia/biostructures.jl
BioSymbols,biojulia/biosymbols.jl
BioTools,biojulia/biotools.jl
Bip39,iskyd/bip39.jl
BipartiteMatching,isaacrudich/bipartitematching.jl
Biplots,makieorg/biplots.jl
BitBasis,quantumbfs/bitbasis.jl
BitFlags,jmert/bitflags.jl
BitFloats,rfourquet/bitfloats.jl
BitInformation,milankl/bitinformation.jl
BitIntegers,rfourquet/bitintegers.jl
BitPermutations,giacomogiudice/bitpermutations.jl
BitsFields,jeffreysarnoff/bitsfields.jl
BivariateCopulas,andergray/bivariatecopulas.jl
BiweightStats,mileslucas/biweightstats.jl
BlackBoxOptim,robertfeldt/blackboxoptim.jl
BliContractor,xrq-phys/blicontractor.jl
Blink,juliagizmos/blink.jl
BLIS,julialinearalgebra/blis.jl
BLISBLAS,julialinearalgebra/blisblas.jl
BlobTracking,baggepinnen/blobtracking.jl
BlochSim,stevenwhitaker/blochsim.jl
BlockArrays,juliaarrays/blockarrays.jl
BlockBandedMatrices,julialinearalgebra/blockbandedmatrices.jl
BlockDecomposition,atoptima/blockdecomposition.jl
BlockDiagonals,invenia/blockdiagonals.jl
BlockFactorizations,sebastianament/blockfactorizations.jl
Blocks,juliaparallel/blocks.jl
BlockSystems,hexaeder/blocksystems.jl
Bloqade,queracomputing/bloqade.jl
Blosc,juliaio/blosc.jl
BLPData,felipenoris/blpdata.jl
BLPDemand,ubcecon567/blpdemand.jl
Bokeh,cjdoris/bokeh.jl
BokehServer,poldavezac/bokehserver.jl
Bolt,xzackli/bolt.jl
Boltz,luxdl/boltz.jl
Bonobo,wikunia/bonobo.jl
Bonsai,onetonfoot/bonsai.jl
Books,juliabooks/books.jl
BooleanNetworks,bnediction/booleannetworks.jl
Bootstrap,juliangehring/bootstrap.jl
Boscia,zib-iol/boscia.jl
BosonSampling,benoitseron/bosonsampling.jl
BoundaryIntegralEquations,mipals/boundaryintegralequations.jl
BoundaryValueDiffEq,sciml/boundaryvaluediffeq.jl
BoxLeastSquares,juliaastro/boxleastsquares.jl
BPFnative,jpsamaroo/bpfnative.jl
BQCESubroutine,quantumbfs/bqcesubroutine.jl
BQN,andreypopp/bqn.jl
BrainWave,sam81/brainwave.jl
Braket,awslabs/braket.jl
BranchAndPrune,kolaru/branchandprune.jl
BridgeSampling,sqwayer/bridgesampling.jl
Brillouin,thchr/brillouin.jl
BrkgaMpIpr,ceandrade/brkgampipr.jl
BrokenRecord,juliatesting/brokenrecord.jl
Brownian,universityofwarwick/brownian.jl
BrowserMacros,adrhill/browsermacros.jl
BrowseTables,tpapp/browsetables.jl
Bruno,usu-analytics-solution-center/bruno.jl
BSDiff,juliaio/bsdiff.jl
BSeries,ranocha/bseries.jl
BSON,juliaio/bson.jl
BSplineKit,jipolanco/bsplinekit.jl
BSplines,sostock/bsplines.jl
Bucephalus,jeffreyesun/bucephalus.jl
BufferedStreams,juliaio/bufferedstreams.jl
BugReporting,julialang/bugreporting.jl
Bukdu,wookay/bukdu.jl
BulkAndTails,mlkrock/bulkandtails.jl
Bumper,masonprotter/bumper.jl
BumpStdlibs,julialang/bumpstdlibs.jl
BundleAdjustmentModels,juliasmoothoptimizers/bundleadjustmentmodels.jl
BundleMethod,kibaekkim/bundlemethod.jl
BundleProjects,davidanthoff/bundleprojects.jl
BurrowsWheelerAligner,jonathanbieler/burrowswheeleraligner.jl
BusinessDays,juliafinance/businessdays.jl
BytePairEncoding,chengchingwen/bytepairencoding.jl
C3D,halleysfifthinc/c3d.jl
cadCAD,cadcad-org/cadcad.jl
Caesar,juliarobotics/caesar.jl
Cairo,juliagraphics/cairo.jl
Calculus,juliamath/calculus.jl
CalculusWithJulia,jverzani/calculuswithjulia.jl
CalculusWithJuliaNotes,jverzani/calculuswithjulianotes.jl
Calcutron33,ordovician/calcutron33.jl
Calendars,peterluschny/calendars.jl
CalibrateEDMF,clima/calibrateedmf.jl
CalibrateEmulateSample,clima/calibrateemulatesample.jl
CalibrationErrors,devmotion/calibrationerrors.jl
CalibrationTests,devmotion/calibrationtests.jl
CALiPPSO,rdhr/calippso.jl
CALIPSO,thowell/calipso.jl
CameraModels,juliarobotics/cameramodels.jl
Cameras,ihpsystems/cameras.jl
CaNNOLeS,juliasmoothoptimizers/cannoles.jl
Canvas,fredrikekre/canvas.jl
CardiovascularModels,johannesne/cardiovascularmodels.jl
CarlemanLinearization,juliareach/carlemanlinearization.jl
CarouselArrays,chifisource/carouselarrays.jl
CartesianGeneticProgramming,d9w/cartesiangeneticprogramming.jl
CartesianGrids,juliaibpm/cartesiangrids.jl
Casacore,torrance/casacore.jl
Cascadia,algocircle/cascadia.jl
CasCommonChemistry,tp2750/cascommonchemistry.jl
Cassette,julialabs/cassette.jl
CassetteOverlay,juliadebug/cassetteoverlay.jl
Catalyst,sciml/catalyst.jl
CatBoost,juliaai/catboost.jl
Catch22,brendanjohnharris/catch22.jl
CategoricalArrays,juliadata/categoricalarrays.jl
CategoricalDistributions,juliaai/categoricaldistributions.jl
Catlab,algebraicjulia/catlab.jl
Catwalk,tisztamo/catwalk.jl
Causal,zekeriyasari/causal.jl
CausalELM,dscolby/causalelm.jl
CausalInference,mschauer/causalinference.jl
CausalityTools,juliadynamics/causalitytools.jl
Cbc,jump-dev/cbc.jl
CBFToolbox,maxhcohen/cbftoolbox.jl
CBinding,analytech-solutions/cbinding.jl
CCDReduction,juliaastro/ccdreduction.jl
CDCP,rowanxshi/cdcp.jl
CDCS,oxfordcontrol/cdcs.jl
CDDLib,juliapolyhedra/cddlib.jl
CDGRNs,yuehhua/cdgrns.jl
CDSAPI,juliaclimate/cdsapi.jl
CellArrays,omlins/cellarrays.jl
CellListMap,m3g/celllistmap.jl
CellMLToolkit,sciml/cellmltoolkit.jl
CellularAutomata,martinuzzifrancesco/cellularautomata.jl
CellularPotts,robertgregg/cellularpotts.jl
CEnum,juliainterop/cenum.jl
CFDJuliaCourse,miguelraz/cfdjuliacourse.jl
cfgrib,ecmwf/cfgrib.jl
CFITSIO,juliaastro/cfitsio.jl
CFMMRouter,bcc-research/cfmmrouter.jl
CFTime,juliageo/cftime.jl
CGAL,rgcv/cgal.jl
CGE,krainskil/cge.jl
Chain,jkrumbiegel/chain.jl
ChainedFixes,tokazama/chainedfixes.jl
ChainPlots,rmsrosa/chainplots.jl
ChainRules,juliadiff/chainrules.jl
ChainRulesCore,juliadiff/chainrulescore.jl
ChainRulesTestUtils,juliadiff/chainrulestestutils.jl
Changepoints,stor-i/changepoints.jl
ChangesOfVariables,juliamath/changesofvariables.jl
ChannelBuffers,klausc/channelbuffers.jl
ChaosTools,juliadynamics/chaostools.jl
ChaoticEncryption,saransh-cpp/chaoticencryption.jl
ChargeTransport,patriciofarrell/chargetransport.jl
Charlotte,mikeinnes/charlotte.jl
ChartParsers,rdeits/chartparsers.jl
ChebyshevApprox,rjdennis/chebyshevapprox.jl
Checkpointing,argonne-national-laboratory/checkpointing.jl
Checkpoints,invenia/checkpoints.jl
Chemfiles,chemfiles/chemfiles.jl
ChemicalIdentifiers,longemen3000/chemicalidentifiers.jl
ChemistryFeaturization,chemellia/chemistryfeaturization.jl
ChemometricsTools,caseykneale/chemometricstools.jl
CherenkovDeconvolution,mirkobunse/cherenkovdeconvolution.jl
Chess,romstad/chess.jl
Chordal,tjdiamandis/chordal.jl
ChordFinder,tp2750/chordfinder.jl
ChowLiuTrees,juice-jl/chowliutrees.jl
Christy,randyrdavila/christy.jl
Chron,brenhinkeller/chron.jl
Chuffed,juliaconstraints/chuffed.jl
ChunkSplitters,m3g/chunksplitters.jl
CImGui,gnimuc/cimgui.jl
CircleFit,feanor12/circlefit.jl
CircStats,circstat/circstats.jl
Circuits,gustaphe/circuits.jl
Circuitscape,circuitscape/circuitscape.jl
CircularArrayBuffers,juliareinforcementlearning/circulararraybuffers.jl
CircularArrays,vexatos/circulararrays.jl
CircularList,tk3369/circularlist.jl
CirculatorySystemModels,ts-cubed/circulatorysystemmodels.jl
Clang,juliainterop/clang.jl
ClangCompiler,gnimuc/clangcompiler.jl
Clapeyron,clapeyronthermo/clapeyron.jl
Clarabel,oxfordcontrol/clarabel.jl
ClassicalOrthogonalPolynomials,juliaapproximation/classicalorthogonalpolynomials.jl
ClassImbalance,bcbi/classimbalance.jl
ClausenFunctions,expander/clausenfunctions.jl
Clean,kwatmdphd/clean.jl
Cleaner,theronione/cleaner.jl
CleanRL,sash-a/cleanrl.jl
CLEARSWI,korbinian90/clearswi.jl
CLFFT,juliagpu/clfft.jl
ClickHouse,juliadatabases/clickhouse.jl
CliffordAlgebras,atell-soundtheory/cliffordalgebras.jl
ClimaAtmos,clima/climaatmos.jl
ClimaCore,clima/climacore.jl
ClimaCoupler,clima/climacoupler.jl
ClimaLSM,clima/climalsm.jl
ClimaOcean,clima/climaocean.jl
CLIMAParameters,clima/climaparameters.jl
ClimateBase,juliaclimate/climatebase.jl
ClimateMachine,clima/climatemachine.jl
ClimateMARGO,climatemargo/climatemargo.jl
ClimateModels,gaelforget/climatemodels.jl
ClimateTools,juliaclimate/climatetools.jl
ClimaTimeSteppers,clima/climatimesteppers.jl
ClinicalTrialUtilities,pharmcat/clinicaltrialutilities.jl
ClipData,pdeffebach/clipdata.jl
Cliquing,invenia/cliquing.jl
ClosedLoopReachability,juliareach/closedloopreachability.jl
CloudBase,juliaservices/cloudbase.jl
CloudMicrophysics,clima/cloudmicrophysics.jl
CloudStore,juliaservices/cloudstore.jl
Cloudy,clima/cloudy.jl
Clp,jump-dev/clp.jl
CluGen,clugen/clugen.jl
ClusterAnalysis,augustocl/clusteranalysis.jl
Clustering,juliastats/clustering.jl
ClusterManagers,juliaparallel/clustermanagers.jl
ClusterValidityIndices,ap6yc/clustervalidityindices.jl
CMAEvolutionStrategy,jbrea/cmaevolutionstrategy.jl
CMB,jmert/cmb.jl
CMBLensing,marius311/cmblensing.jl
CmdStan,stanjulia/cmdstan.jl
CMPSKit,jutho/cmpskit.jl
cNODE,michel-mata/cnode.jl
COBRA,opencobra/cobra.jl
COBREXA,lcsb-biocore/cobrexa.jl
Cobweb,juliacomputing/cobweb.jl
CoDa,juliaearth/coda.jl
CodeAI,genieframework/codeai.jl
CodecZlib,juliaio/codeczlib.jl
CodecZstd,juliaio/codeczstd.jl
CodeInfoTools,juliacompilerplugins/codeinfotools.jl
CodeShifter,pabloferz/codeshifter.jl
CodeTracking,timholy/codetracking.jl
CodeTransformation,perrutquist/codetransformation.jl
Coefplots,caibengbu/coefplots.jl
COESA,danielmatz/coesa.jl
CoherentNoise,mfiano/coherentnoise.jl
CoherentStructures,coherentstructures/coherentstructures.jl
Coil,pangoraw/coil.jl
CoinbasePro,dm13450/coinbasepro.jl
CoinbaseProExchange,vnegi10/coinbaseproexchange.jl
CollectiveSpins,qojulia/collectivespins.jl
CollisionDetection,krcools/collisiondetection.jl
ColorBitstring,dlfivefifty/colorbitstring.jl
ColorQuantization,juliaimages/colorquantization.jl
Colors,juliagraphics/colors.jl
ColorSchemes,juliagraphics/colorschemes.jl
ColorSchemeTools,juliagraphics/colorschemetools.jl
ColorTypes,juliagraphics/colortypes.jl
ColorVectorSpace,juliagraphics/colorvectorspace.jl
Coluna,atoptima/coluna.jl
ColunaDemos,atoptima/colunademos.jl
CombinatorialSpaces,algebraicjulia/combinatorialspaces.jl
Combinatorics,juliamath/combinatorics.jl
CombinedParsers,gkappler/combinedparsers.jl
CommonDataModel,juliageo/commondatamodel.jl
CommonMark,michaelhatherly/commonmark.jl
CommonRLInterface,juliareinforcementlearning/commonrlinterface.jl
CommonRLSpaces,juliareinforcementlearning/commonrlspaces.jl
CommonSolve,sciml/commonsolve.jl
CommonSubexpressions,rdeits/commonsubexpressions.jl
CommutativeRings,klausc/commutativerings.jl
Comonicon,comonicon/comonicon.jl
CompactBases,juliaapproximation/compactbases.jl
Compat,julialang/compat.jl
CompatHelper,juliaregistries/compathelper.jl
CompEcon,quantecon/compecon.jl
CompHENS,avinashresearch1/comphens.jl
CompileBot,aminya/compilebot.jl
CompilerPluginTools,juliacompilerplugins/compilerplugintools.jl
CompilerTools,intellabs/compilertools.jl
CompileTraces,serenity4/compiletraces.jl
Complementarity,chkwon/complementarity.jl
ComplexityMeasures,juliadynamics/complexitymeasures.jl
ComplexMixtures,m3g/complexmixtures.jl
ComplexOptInterface,jump-dev/complexoptinterface.jl
ComplexPortraits,luchr/complexportraits.jl
ComplexSPSA,jgidi/complexspsa.jl
ComponentArrays,jonniedie/componentarrays.jl
Compose,giovineitalia/compose.jl
CompositeStructs,marius311/compositestructs.jl
CompositionsBase,juliafunctional/compositionsbase.jl
CompressedSensing,sebastianament/compressedsensing.jl
CompressedSparseBlocks,fcdimitr/compressedsparseblocks.jl
CompScienceMeshes,krcools/compsciencemeshes.jl
CompTime,algebraicjulia/comptime.jl
ComputedFieldTypes,vtjnash/computedfieldtypes.jl
Comrade,ptiede/comrade.jl
ComradeBase,ptiede/comradebase.jl
ComradeSoss,ptiede/comradesoss.jl
Concorde,chkwon/concorde.jl
ConcurrentCollections,juliaconcurrent/concurrentcollections.jl
ConcurrentUtilities,juliaservices/concurrentutilities.jl
Conda,juliapy/conda.jl
CondaPkg,cjdoris/condapkg.jl
ConditionalDists,aicenter/conditionaldists.jl
Conductor,wsphillips/conductor.jl
ConfidenceBands,junyuan-chen/confidencebands.jl
Configurations,roger-luo/configurations.jl
